Epoch,Train Loss,Test Loss,Test Accuracy,Precision,Recall,F1,AUC
1.0,0.6819902062416077,0.6848787268002828,0.5581867388362652,0.6810344827586207,0.3848964677222899,0.49182879377431904,0.5910841180058473
2.0,0.6472979088624319,0.6777399977048238,0.5893098782138024,0.6996268656716418,0.45676004872107184,0.552689756816507,0.6120019206632592
3.0,0.6232900520165762,0.6742835144201914,0.5953991880920162,0.7261663286004056,0.43605359317904996,0.5449010654490106,0.6374748098339442
4.0,0.6001418580611547,0.6663163602352142,0.5933694181326117,0.7594339622641509,0.392204628501827,0.5172690763052209,0.6770449223855526
5.0,0.5780074149370193,0.6513734062512716,0.6129905277401895,0.7736263736263737,0.4287454323995128,0.5517241379310345,0.7109633535225446
6.0,0.557782769203186,0.6373156607151031,0.6515561569688768,0.7908745247148289,0.5066991473812423,0.6176688938381588,0.7334041531562097
7.0,0.5391874810059866,0.6279426614443461,0.6644113667117727,0.8060263653483992,0.5213154689403167,0.6331360946745562,0.7490716485260394
8.0,0.521155372262001,0.6152051687240601,0.706359945872801,0.7927382753403933,0.6382460414129111,0.7071524966261808,0.762440280535487
9.0,0.5061092923084894,0.6093616286913554,0.699594046008119,0.8157453936348409,0.5931790499390986,0.68688293370945,0.7770862648475982
10.0,0.49052856117486954,0.5989961524804434,0.7219215155615697,0.8203125,0.6394640682095006,0.7186858316221766,0.7882746845088127
11.0,0.47480617711941403,0.6028644641240438,0.7070365358592693,0.8489208633093526,0.5749086479902558,0.6855482933914306,0.796433795516104
12.0,0.4660268997152646,0.5983926753203074,0.7110960757780784,0.8517857142857143,0.5809987819732034,0.6908037653874004,0.802014100931225
13.0,0.4515224148829778,0.5846398075421652,0.7361299052774019,0.8351477449455676,0.6540803897685749,0.7336065573770492,0.8072885092056501
14.0,0.4410514359672864,0.5745859841505686,0.7469553450608931,0.7929226736566186,0.7369062119366626,0.7638888888888888,0.812931847970975
15.0,0.4323408752679825,0.5757638216018677,0.7476319350473613,0.8246376811594203,0.6930572472594397,0.7531436135009927,0.8122607281835087
16.0,0.42398377259572345,0.5666915078957876,0.7537212449255751,0.8042609853528628,0.7356881851400731,0.7684478371501272,0.8162003125712601
17.0,0.4154680594801903,0.5678356985251108,0.7537212449255751,0.8143053645116919,0.7210718635809987,0.7648578811369509,0.8153827329406726
18.0,0.4065742592016856,0.575218011935552,0.7428958051420839,0.8276374442793462,0.6784409257003654,0.7456492637215528,0.8132711157088378
19.0,0.4005624254544576,0.5692077875137329,0.7523680649526387,0.8095238095238095,0.7247259439707674,0.7647814910025706,0.8152307113313569
20.0,0.3943968340754509,0.5674552122751871,0.7550744248985115,0.8080536912751678,0.7332521315468941,0.768837803320562,0.8162003125712601
21.0,0.3855796655019124,0.5639575074116389,0.7577807848443843,0.7994825355756792,0.7527405602923264,0.7754077791718946,0.8178947973385096
22.0,0.38072572896877926,0.5625369300444921,0.7530446549391069,0.7753623188405797,0.781973203410475,0.7786537295330503,0.8198377076624452
23.0,0.3776082942883174,0.5606454362471899,0.7510148849797023,0.7655334114888629,0.7953714981729598,0.7801672640382318,0.8206478716047735
24.0,0.37091897428035736,0.5604043006896973,0.7530446549391069,0.7544642857142857,0.8233861144945189,0.7874199184624345,0.823363867429741
25.0,0.36565807710091275,0.5631902813911438,0.7571041948579161,0.7803398058252428,0.7831912302070646,0.7817629179331307,0.8210761276017479
26.0,0.36001918464899063,0.5637870281934738,0.7571041948579161,0.7909319899244333,0.7649208282582217,0.7777089783281734,0.8207535451624686
27.0,0.3572967052459717,0.5647537211577097,0.7557510148849798,0.7911392405063291,0.761266747868453,0.7759155803848541,0.8202066381533453
28.0,0.35112737615903217,0.5650353928407034,0.7557510148849798,0.7926208651399491,0.758830694275274,0.7753578095830741,0.8209871393426362
29.0,0.35215649257103604,0.5665719509124756,0.7496617050067659,0.7986754966887417,0.7344701583434835,0.7652284263959391,0.8208425334215801
30.0,0.3454442098736763,0.564209466179212,0.7557510148849798,0.7712264150943396,0.7965895249695494,0.7837028160575195,0.8238551567769193
31.0,0.3442727327346802,0.5639698058366776,0.7543978349120433,0.7687793427230047,0.7978075517661388,0.7830245068738793,0.8243705471109404
32.0,0.34190358221530914,0.5679778556029002,0.7584573748308525,0.7871287128712872,0.7746650426309378,0.7808471454880295,0.8228280839530069
33.0,0.3354400272170703,0.5625763932863871,0.7625169147496617,0.7879901960784313,0.7831912302070646,0.7855833842394624,0.826090059826065
34.0,0.33167899399995804,0.5653898467620214,0.7598105548037889,0.7890818858560794,0.7746650426309378,0.7818070067609096,0.8253531258052974
35.0,0.32849225650231045,0.5635860164960226,0.7618403247631935,0.7788347205707491,0.7978075517661388,0.7882069795427196,0.8271013743124266
